HomeownershipRate,UnemploymentRate,Housing_Supply_Demand_Ratio,VacantHousingUnits_1,TotalShipmentsofNewHomes,MedianListingPriceperSquareFeet,Affordability_Level
64.2,4.0,0.010169491525423728,2239.0,104.0,134.0,Very Expensive
64.2,4.1,0.009223300970873786,2239.0,102.0,136.0,Very Expensive
64.2,4.0,0.007658321060382917,2239.0,101.0,139.0,Very Expensive
64.3,4.0,0.008722741433021807,2102.0,98.0,142.0,Very Expensive
64.3,3.8,0.008308157099697885,2102.0,97.0,144.0,Very Expensive
64.3,4.0,0.009119496855345912,2102.0,97.0,144.0,Very Expensive
64.4,3.8,0.009554140127388535,2098.0,95.0,144.0,Very Expensive
64.4,3.8,0.010961214165261383,2098.0,97.0,143.0,Very Expensive
64.4,3.7,0.011092436974789916,2098.0,95.0,144.0,Very Expensive
64.8,3.8,0.012996389891696752,2017.0,92.0,144.0,Very Expensive
64.8,3.8,0.01024,2017.0,90.0,144.0,Very Expensive
64.8,3.9,0.013919413919413919,2017.0,90.0,144.0,Very Expensive
64.2,4.0,0.011764705882352941,2071.0,88.0,144.0,Very Expensive
64.2,3.8,0.009722222222222222,2071.0,91.0,147.0,Very Expensive
64.2,3.8,0.007799442896935933,2071.0,91.0,149.0,Very Expensive
64.1,3.7,0.00811965811965812,2190.0,93.0,151.0,Very Expensive
64.1,3.6,0.010517799352750809,2190.0,93.0,153.0,Very Expensive
64.1,3.6,0.007407407407407408,2190.0,94.0,152.0,Very Expensive
64.8,3.7,0.00941358024691358,2217.0,95.0,152.0,Very Expensive
64.8,3.6,0.007724719101123595,2217.0,97.0,151.0,Very Expensive
64.8,3.5,0.007584269662921349,2217.0,98.0,150.0,Very Expensive
65.1,3.6,0.007340720221606648,2155.0,99.0,150.0,Very Expensive
65.1,3.6,0.0075736325385694254,2155.0,100.0,150.0,Very Expensive
65.1,3.6,0.007857142857142858,2155.0,98.0,149.0,Very Expensive
65.3,3.6,0.008272859216255443,2093.0,101.0,149.0,Very Expensive
65.3,3.5,0.007920792079207921,2093.0,104.0,151.0,Very Expensive
67.4,8.4,0.0033464566929133858,1860.0,94.0,168.0,Very Expensive
67.4,7.8,0.003575076608784474,1860.0,95.0,171.0,Very Expensive
65.8,6.9,0.003200775945683802,2072.0,100.0,173.0,Very Expensive
65.8,6.7,0.004446978335233751,2072.0,101.0,174.0,Very Expensive
65.8,6.7,0.004691075514874142,2072.0,104.0,173.0,Very Expensive
65.6,6.4,0.004565701559020044,1974.0,109.0,175.0,Very Expensive
65.6,6.2,0.006169665809768637,1974.0,102.0,181.0,Very Expensive
65.6,6.1,0.0049368541905855335,1974.0,111.0,186.0,Very Expensive
65.4,6.1,0.005555555555555555,1976.0,104.0,192.0,Very Expensive
65.4,5.8,0.007586206896551724,1976.0,104.0,196.0,Very Expensive
65.4,5.9,0.008633093525179856,1976.0,103.0,197.0,Very Expensive
65.4,5.4,0.008264462809917356,2035.0,103.0,196.0,Very Expensive
65.4,5.1,0.009620991253644314,2035.0,102.0,196.0,Very Expensive
65.4,4.7,0.008516483516483517,2035.0,103.0,197.0,Very Expensive
65.5,4.5,0.009941520467836256,2052.0,107.0,197.0,Very Expensive
65.5,4.2,0.007477820025348543,2052.0,112.0,196.0,Very Expensive
65.5,3.9,0.006787878787878787,2052.0,109.0,195.0,Very Expensive
65.4,4.0,0.007187112763320942,2093.0,119.0,197.0,Very Expensive
65.4,3.8,0.007614213197969543,2093.0,120.0,205.0,Very Expensive
65.4,3.7,0.009444444444444445,2093.0,123.0,213.0,Very Expensive
65.8,3.7,0.013301282051282053,2274.0,122.0,219.0,Very Expensive
65.8,3.6,0.012732919254658383,2274.0,120.0,225.0,Very Expensive
65.8,3.6,0.01766848816029144,2274.0,120.0,227.0,Very Expensive
66.0,3.5,0.020423892100192676,2121.0,115.0,226.0,Very Expensive
66.0,3.6,0.013636363636363636,2121.0,114.0,222.0,Very Expensive
66.0,3.5,0.018297101449275363,2121.0,108.0,220.0,Very Expensive
65.9,3.6,0.016753022452504318,2015.0,102.0,218.0,Very Expensive
65.9,3.6,0.01541038525963149,2015.0,97.0,215.0,Very Expensive
65.9,3.5,0.014009661835748791,2015.0,93.0,213.0,Very Expensive
66.0,3.5,0.012461538461538461,2152.0,88.0,214.0,Very Expensive
66.0,3.6,0.012893081761006288,2152.0,85.0,217.0,Very Expensive
66.0,3.5,0.012135176651305684,2152.0,83.0,220.0,Very Expensive
65.9,3.4,0.011578947368421053,2008.0,84.0,222.0,Very Expensive
65.9,3.6,0.009336941813261165,2008.0,86.0,225.0,Very Expensive
65.9,3.6,0.01142433234421365,2008.0,87.0,225.0,Very Expensive
66.0,3.5,0.010398860398860399,1999.0,88.0,224.0,Very Expensive
66.0,3.7,0.012403100775193798,1999.0,90.0,223.0,Very Expensive
66.0,3.8,0.01130690161527166,1999.0,97.0,222.0,Very Expensive
65.7,3.9,0.01145374449339207,1906.0,94.0,221.0,Very Expensive
65.7,3.7,0.014426229508196723,1906.0,93.0,221.0,Very Expensive
65.7,3.8,0.013063763608087092,1906.0,97.0,219.0,Very Expensive
65.6,3.7,0.011894273127753303,2138.0,91.0,221.0,Very Expensive
65.6,3.9,0.012765957446808512,2138.0,102.0,224.0,Very Expensive
65.6,3.9,0.011705202312138728,2138.0,102.0,228.0,Very Expensive
65.6,3.9,0.01070931849791377,2066.0,104.0,230.0,Very Expensive
65.6,4.0,0.012781954887218045,2066.0,100.0,233.0,Very Expensive
65.6,4.1,0.012518628912071535,2066.0,101.0,232.0,Very Expensive
65.6,4.2,0.011126760563380283,1879.0,104.0,230.0,Very Expensive
65.6,4.2,0.011832611832611832,1879.0,104.0,228.0,Very Expensive
65.6,4.1,0.01101813110181311,1879.0,107.0,227.0,Very Expensive
65.7,4.1,0.014975845410628021,1955.0,106.0,226.0,Very Expensive
65.7,4.2,0.012888888888888887,1955.0,109.0,224.0,Very Expensive
65.7,4.1,0.011420612813370472,1955.0,104.0,222.0,Very Expensive
