feature,perm_importance
MedianListingPriceperSquareFeet,0.6421686746987951
HomeownershipRate,0.14698795180722887
UnemploymentRate,0.0397590361445783
TotalShipmentsofNewHomes,0.015662650602409612
Housing_Supply_Demand_Ratio,0.0
